appversion,devicetype,mobile_brand,mobile_model,systemversion,mobile_brand,devicename,lable,pageno,eventtype,prepageno,session_id,applaunchtime,session_starttime,page_starttime,page_endtime,page_duration,actiontime,time,href,entries
8.10,iOS,iPhone,iPhone 8 Plus,12.4,iPhone,iPhone,CH5005,P03L,按钮点击,P03H,7a97660d3bbcbbc7aeef13d63e83f6c8,1647253700109,1647253700000,4070880000000,4070880000000,0,1647253740000,1647253712660,mockUrl/eScore.html#/index,
8.08,Android,OPPO,PFJM10,Android 11,OPPO,PFJM10,CH5005,P02w,按钮点击,P70,8b7c4ac09cdc213b12f46c4a0636d252,1647218830597,1647221237000,4070880000000,4070880000000,0,1647221277000,1647221272650,mockUrl/eScore.html#/index,"[{""FCP"":""727.500""},{""TTFB"":""1.900""},{""CLS"":""0.012""},{""LCP"":""1311.700""}]"
8.09,iOS,iPhone,iPhone 12 Pro Max,14.8.1,iPhone,yonglai的 iPhone,CH5005,P02w,按钮点击,P70,7690d813c123841ab8a03e98128cd500,1647221632105,1647222250000,4070880000000,4070880000000,0,1647222254000,1647222159088,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""305.000""}]"
8.08,Android,HONOR,PCT-AL10,Android 10,HONOR,HONOR V20,CH5005,P02w,按钮点击,P70,9ede0ea72efba1089700c51eee1406be,1647219857421,1647221109000,4070880000000,4070880000000,0,1647221124000,1647221120709,mockUrl/eScore.html#/index,"[{""FCP"":""331.300""},{""TTFB"":""2.500""},{""CLS"":""0.000""},{""LCP"":""538.100""}]"
8.08,Android,HONOR,PCT-AL10,Android 10,HONOR,HONOR V20,CH5005,P02w,按钮点击,P70,3865d0e84c1fd7bc295d03b9e2628a79,1647226686008,1647226686000,4070880000000,4070880000000,0,1647226743000,1647221124204,mockUrl/eScore.html#/index,"[{""FCP"":""165.200""},{""TTFB"":""2.800""},{""CLS"":""0.007""},{""LCP"":""731.700""}]"
8.08,Android,vivo,V1821A,Android 10,vivo,vivo NEX双屏版,CH5005,P02w,按钮点击,P70,9f276d478794dbca7de117d3b016f46b,1647244720144,1647244720000,4070880000000,4070880000000,0,1647244746000,1647244740343,mockUrl/eScore.html#/index,"[{""FCP"":""604.600""},{""TTFB"":""2.000""},{""CLS"":""0.000""},{""LCP"":""758.800""}]"
8.10,iOS,iPhone,iPhone 12 Pro,15.3.1,iPhone,林媛的iPhone,CH5005,P02w,按钮点击,P70,8ed38bcf8b584b17a6e9764cf765fd80,1647225486077,1647233893000,4070880000000,4070880000000,0,1647233902000,1647233897733,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""1643.000""}]"
8.08,Android,Xiaomi,MI 8,Android 10,Xiaomi,小米手机,CH5005,P02w,按钮点击,P70,a4fc1ae61f1a60411d45635d3f8c2e8e,1647217115499,1647217116000,4070880000000,4070880000000,0,1647217129000,1647217125899,mockUrl/eScore.html#/index,"[{""FCP"":""393.200""},{""TTFB"":""2.300""},{""CLS"":""0.000""},{""LCP"":""393.200""}]"
8.08,Android,HONOR,BMH-AN20,Android 10,HONOR,HONOR 30,CH5005,P6097,按钮点击,P6306,ae8edf80dd903707badb0cadcc4c726b,1647174767122,1647221962000,4070880000000,4070880000000,0,1647221993000,1647137485287,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""195.500""},{""TTFB"":""10.600""},{""LCP"":""418.699""},{""FID"":""117.500""},{""CLS"":""0.001""}]"
8.10,iOS,iPhone,iPhone XR,15.3.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,157487399770ba51d9efdbaf9a8361b2,1647226139928,1647226141000,4070880000000,4070880000000,0,1647226156000,1647226146592,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""547.000""}]"
8.10,iOS,iPhone,iPhone XR,15.3.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,a281321689168f5a8de32708a0decaa1,1647226139928,1647226394000,4070880000000,4070880000000,0,1647226628000,1647226300107,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""266.000""}]"
7.18,Android,HONOR,ASK-AL00x,Android 10,HONOR,HONOR Play3,CH5005,P02w,按钮点击,P70,24572e94fc0f833eb1f9bdd9e4cf38c7,1647216276981,1647216278000,4070880000000,4070880000000,0,1647219301000,1647219293274,mockUrl/eScore.html#/index,"[{""FCP"":""602.600""},{""TTFB"":""3.000""},{""CLS"":""0.343""},{""LCP"":""1374.700""}]"
7.18,Android,HONOR,ASK-AL00x,Android 10,HONOR,HONOR Play3,CH5005,P02w,按钮点击,P70,24572e94fc0f833eb1f9bdd9e4cf38c7,1647216276981,1647216278000,4070880000000,4070880000000,0,1647219358000,1647219301225,mockUrl/eScore.html#/index,"[{""FCP"":""413.000""},{""TTFB"":""13.800""},{""LCP"":""1143.400""},{""FID"":""46.400""},{""CLS"":""0.014""},{""CLS"":""0.068""}]"
7.18,Android,HONOR,ASK-AL00x,Android 10,HONOR,HONOR Play3,CH5005,P02w,按钮点击,P70,b9dbd4bb6266daaa92d2577bbe7697d7,1647219381207,1647219383000,4070880000000,4070880000000,0,1647219460000,1647219358462,mockUrl/eScore.html#/index,"[{""FCP"":""394.100""},{""TTFB"":""3.400""},{""LCP"":""966.299""},{""FID"":""49.400""},{""CLS"":""0.014""}]"
8.10,iOS,iPhone,iPhone 8,14.6,iPhone,iPhone,CH5005,P02w,按钮点击,P70,867af90ead132a6599d2061fe041238f,1647218128714,1647218428000,4070880000000,4070880000000,0,1647218440000,1647218434440,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""837.000""}]"
8.10,iOS,iPhone,iPhone 6 Plus,12.5.5,iPhone,iPhone6P,CH5005,P02w,按钮点击,P70,89687c82d8e368ebc9db5cf62c1fe771,1647227092348,1647227095000,4070880000000,4070880000000,0,1647227134000,1647227121273,mockUrl/eScore.html#/index,
8.08,iOS,iPhone,iPhone XS Max China,15.3.1,iPhone,李君的 iPhone,CH5005,P02w,按钮点击,P70,06d73268b183f1fe9934042a9b0b796d,1647219146494,1647242825000,4070880000000,4070880000000,0,1647242832000,1647228000872,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""698.000""}]"
8.08,iOS,iPhone,iPhone XS Max China,15.3.1,iPhone,李君的 iPhone,CH5005,P03L,按钮点击,P03H,06d73268b183f1fe9934042a9b0b796d,1647219146494,1647242825000,4070880000000,4070880000000,0,1647242834000,1647242829975,mockUrl/eScore.html#/index,
8.10,iOS,iPhone,iPhone 12,14.8.1,iPhone,iPhone,CH5005,P6097,按钮点击,P6306,ffb8571c84a0ed70676d8cdf69b92866,1647219967011,1647219967000,4070880000000,4070880000000,0,1647220028000,1647214859011,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""125.000""}]"
8.10,iOS,iPhone,iPhone 11,15.3.1,iPhone,宁宁,CH5005,P6097,按钮点击,P6306,a6d8418941f6ca57bf65c627851f3393,1647268913947,1647268915000,4070880000000,4070880000000,0,1647268922000,1647254778074,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""806.000""}]"
7.171,iOS,iPhone,iPhone 12,15.3.1,iPhone,iPhone,CH5005,P00569,按钮点击,P70,8f2fa2d7a3e397ff96a95e1f6a8e2f70,1647213238933,1647218532000,4070880000000,4070880000000,0,1647218572000,1647218542386,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""443.000""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,15.3.1,iPhone,陈雄的iPhone11pormax,CH5005,P02w,按钮点击,P70,4f423dc2993864a21871b78e8570a8ab,1647218247113,1647218248000,4070880000000,4070880000000,0,1647218260000,1647218256789,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""748.000""}]"
7.18,iOS,iPhone,iPhone X,14.6,iPhone,iPhone,CH5005,P02w,按钮点击,P70,da7faee6d6835598fe41853103908544,1647227586913,1647227587000,4070880000000,4070880000000,0,1647228087000,1647228083625,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""832.000""}]"
8.10,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone (3),CH5005,P02w,按钮点击,P70,9fcf3f9461953a7c1b8d9415fe42dba4,1647207379093,1647211754000,4070880000000,4070880000000,0,1647211812000,1647211808309,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""217.000""}]"
8.10,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone (3),CH5005,P02w,按钮点击,P70,1f3221fae616aa6e66dfad891634afb3,1647247312678,1647247314000,4070880000000,4070880000000,0,1647247359000,1647247354850,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""157.000""}]"
8.10,iOS,iPhone,iPhone 12,15.3.1,iPhone,王丽丽的iPhone,CH5005,P6097,按钮点击,P6306,1bb759bbbd66667624eff45e9ec1a4a8,1647218494485,1647218685000,4070880000000,4070880000000,0,1647218836000,1647076102353,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""455.000""}]"
8.08,Android,OPPO,PCAM00,Android 11,OPPO,OPPO Reno,CH5005,P01441,按钮点击,P80,fba0887a4600a5807e3ed4b21e75421a,1647217389903,1647217391000,4070880000000,4070880000000,0,1647217430000,1647174293961,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""1562.800""},{""TTFB"":""3.400""},{""LCP"":""2256.300""},{""FID"":""181.800""},{""CLS"":""0.002""}]"
8.08,Android,HONOR,CDY-AN95,Android 10,HONOR,HONOR 30S,CH5005,�,按钮点击,null,66dd01aa72e812c3242c113083ea72d2,1647219899046,1647219899000,4070880000000,4070880000000,0,1647220106000,1647220101297,mockUrl/eScore.html#/index,"[{""FCP"":""299.700""},{""TTFB"":""1.600""},{""LCP"":""868.399""},{""FID"":""63.800""},{""CLS"":""0.023""}]"
8.08,Android,OPPO,PBEM00,Android 10,OPPO,OPPO R17,CH5005,�,按钮点击,null,02a25b55b6f2a53a3fba2b23818214dd,1647217606302,1647224100000,4070880000000,4070880000000,0,1647224106000,1647222747867,mockUrl/eScore.html#/index,"[{""FCP"":""568.900""},{""TTFB"":""2.800""},{""LCP"":""1194.500""},{""FID"":""48.800""},{""CLS"":""0.012""}]"
8.10,iOS,iPhone,iPhone 8 Plus,15.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,9fba9c863bc94eb91bd6d5b12ad9c61c,1647230660686,1647230662000,4070880000000,4070880000000,0,1647230688000,1647230673702,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""892.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,12.4.1,iPhone,iPhone,CH5005,P6097,按钮点击,P6306,17b0ecef95a3f0d59b30ffd8f0754adb,1647222508987,1647222637000,4070880000000,4070880000000,0,1647222639000,1647092322809,mockUrl/eScore.html#/index,
8.10,iOS,iPhone,iPhone 7 Plus,15.3.1,iPhone,iPhone,CH5005,P01441,按钮点击,P80,a32b39f33edb0b34c8f54821ef0e835f,1647190228385,1647190229000,4070880000000,4070880000000,0,1647190317000,1647190273702,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""347.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 7 Plus,13.6,iPhone,“Administrator”的 iPhone,CH5005,P02w,按钮点击,P70,d368f95bbf1f29d61e0ca2114b94747c,1647259553100,1647262719000,4070880000000,4070880000000,0,1647262735000,1647262728216,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12 Pro Max,15.3.1,iPhone,夏的 iPhone,CH5005,P02w,按钮点击,P70,56edf6fb223d7a9f9634554833d705a1,1647212157505,1647228982000,4070880000000,4070880000000,0,1647228996000,1647228993174,mockUrl/eScore.html#/index,"[{""FCP"":""433.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone X,13.1.2,iPhone,iPhone (2),CH5005,P02w,按钮点击,P70,c30c6c1650c47d7ea68a070b7c15e3d4,1647219198136,1647223899000,4070880000000,4070880000000,0,1647224173000,1647224167114,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,12.3.1,iPhone,iPhone (3),CH5005,P04321,按钮点击,P00510,99c93309311225fd493b15e8c42fcb08,1647264859945,1647265120000,4070880000000,4070880000000,0,1647265606000,1647265402078,mockUrl/eScore.html#/index,
8.08,Android,HUAWEI,SEA-AL10,Android 10,HUAWEI,nova 5 Pro,CH5005,P6097,按钮点击,P6306,518b6265da4f39e5656592a096ce5c57,1647223683667,1647223684000,4070880000000,4070880000000,0,1647223727000,1647157394137,mockUrl/eScore.html#/index,"[{""FCP"":""782.800""},{""TTFB"":""1.700""},{""CLS"":""0.000""},{""LCP"":""1122.199""}]"
8.10,iOS,iPhone,iPhone 12 Pro Max,14.2.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,860fb14052c5a0da0cd8eef05af09da8,1647220734505,1647220735000,4070880000000,4070880000000,0,1647220746000,1647220741347,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
7.17,Android,HUAWEI,POT-AL00a,Android 10,HUAWEI,POT-AL00a,CH5005,P01441,按钮点击,P80,29f4a329514f654e835f6642f523e39a,1647223112925,1647223114000,4070880000000,4070880000000,0,1647223192000,1647223185484,mockUrl/eScore.html#/index,"[{""FCP"":""642.900""},{""TTFB"":""3.100""},{""LCP"":""1400.700""},{""FID"":""118.500""},{""CLS"":""0.022""}]"
7.17,Android,vivo,vivo X21i A,Android 9,vivo,VCHM,CH5005,P02w,按钮点击,P70,99a877e5ad0d397cd7b5278e27f3ca51,1647226146579,1647226147000,4070880000000,4070880000000,0,1647226172000,1647226164795,mockUrl/eScore.html#/index,"[{""TTFB"":""4.000""}]"
8.08,iOS,iPhone,iPhone 11 Pro Max,14.8.1,iPhone,iPhone (9),CH5005,P02w,按钮点击,P70,3eb6388b06afaf4b5a96ead870bd6848,1647218138608,1647221194000,4070880000000,4070880000000,0,1647221402000,1647221325274,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""337.000""}]"
8.10,iOS,iPhone,iPhone 12 Pro Max,14.7.1,iPhone,张桂英的iPhone,CH5005,P6097,按钮点击,P6306,69178f2f1eb15dea4d54acae4148d1e0,1647213133041,1647213134000,4070880000000,4070880000000,0,1647213632000,1647213452481,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""594.000""}]"
8.10,iOS,iPhone,iPhone 8 Plus,15.3.1,iPhone,iPhone,CH5005,P6097,按钮点击,P6306,a185592a3e7db7a854c99ded1d01726d,1647165713401,1647217490000,4070880000000,4070880000000,0,1647217517000,1647183670581,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""299.000""}]"
8.10,iOS,iPhone,iPhone 11,13.7,iPhone,唐国强的 iPhone,CH5005,P04321,按钮点击,P00510,06b8dadf16e748788af4665c5172eca3,1647219215436,1647219216000,4070880000000,4070880000000,0,1647219291000,1647219277575,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone X,15.3.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,f3e6d1df2789d5f48bed981bfbfdc919,1647217906061,1647224073000,4070880000000,4070880000000,0,1647224111000,1647224106690,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""1380.000""}]"
8.10,iOS,iPhone,iPhone X,15.3.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,f3e6d1df2789d5f48bed981bfbfdc919,1647217906061,1647224073000,4070880000000,4070880000000,0,1647224134000,1647224110853,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""271.000""}]"
8.08,Android,HUAWEI,LIO-AN00m,Android 10,HUAWEI,HUAWEI Mate 30E Pro 5G,CH5005,P02w,按钮点击,P70,dd8e85060796ce32681957b4f9f62700,1647220026700,1647220029000,4070880000000,4070880000000,0,1647220108000,1647220101232,mockUrl/eScore.html#/index,"[{""FCP"":""813.600""},{""TTFB"":""1.900""},{""CLS"":""0.000""},{""LCP"":""999.100""}]"
8.09,iOS,iPhone,iPhone 12,14.8.1,iPhone,驿茹的小灵通,CH5005,P6097,按钮点击,P6306,fdeda34e512a29e1e7dec044413ef264,1647237208770,1647237209000,4070880000000,4070880000000,0,1647237217000,1647230028823,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""590.000""}]"
7.17,Android,Redmi,M2007J22C,Android 10,Redmi,小的Redmi Note 9,CH5005,P02w,按钮点击,P70,2561ae0526a7e8addef0ce68c2eba6fd,1647264977108,1647264978000,4070880000000,4070880000000,0,1647264995000,1647264987979,mockUrl/eScore.html#/index,"[{""FCP"":""2230.600""},{""TTFB"":""2.700""},{""CLS"":""0.000""},{""LCP"":""2565.399""}]"
7.18,Android,vivo,vivo X20A,Android 8.1.0,vivo,vivo X20A,CH5005,P6097,按钮点击,P6306,446ee57ac68a32b634864e89cb2e59a9,1647270350867,1647270353000,4070880000000,4070880000000,0,1647270695000,1647270660145,mockUrl/eScore.html#/index,"[{""TTFB"":""11.595""}]"
7.18,iOS,iPhone,iPhone X,14.6,iPhone,iPhone,CH5005,P01441,按钮点击,P80,da7faee6d6835598fe41853103908544,1647227586913,1647227587000,4070880000000,4070880000000,0,1647228102000,1647228086917,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""255.000""}]"
8.10,iOS,iPhone,iPhone XR,14.7.1,iPhone,万武的 iPhone,CH5005,P6097,按钮点击,P6306,63e2ec7587282d54022649f2843c626c,1647256737127,1647256738000,4070880000000,4070880000000,0,1647256909000,1647256807723,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""212.000""}]"
8.10,iOS,iPhone,iPhone 7,14.8.1,iPhone,iPhone,CH5005,P6097,按钮点击,P6306,1eeeb7aaf518d6d050dbdea5ead9a27f,1647227311851,1647236745000,4070880000000,4070880000000,0,1647236785000,1647236537585,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""1606.000""}]"
8.09,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone,CH5005,P6097,按钮点击,P6306,d456f05f57d51f56b685d56028f2bd6c,1647246332787,1647246971000,4070880000000,4070880000000,0,1647247048000,1647246663378,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""1084.000""}]"
8.10,iOS,iPhone,iPhone 12,14.6,iPhone,王贞贞的iPhone (2),CH5005,P6097,按钮点击,P6306,7a10adb407374d0e98e35d6373b1a944,1647241241033,1647241425000,4070880000000,4070880000000,0,1647241430000,1647226157609,mockUrl/eScore.html#/index,"[{""FCP"":""525.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,13.6,iPhone,iPhone (2),CH5005,P6097,按钮点击,P6306,d4c8fdc787ed290677ea1a3a154ed65f,1647222857068,1647224565000,4070880000000,4070880000000,0,1647224583000,1647221516629,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.09,iOS,iPhone,iPhone X,14.0,iPhone,Mandyʚ😊ɞ,CH5005,P6097,按钮点击,P6306,3a7cff08a7090dd19ae2a212cd41784b,1647218450893,1647220132000,4070880000000,4070880000000,0,1647220163000,1647220137743,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6s,14.4.2,iPhone,胡津铭的iPhone,CH5005,P6097,按钮点击,P6306,b40fef8d90ae2d2a0e47f06b9bdcc024,1647227685748,1647229788000,4070880000000,4070880000000,0,1647229810000,1647224021495,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,13.6,iPhone,罗春林的 iPhone,CH5005,P6097,按钮点击,P6306,dfba2514440b8f28fb53c0b4d83d0f0c,1647211545307,1647215144000,4070880000000,4070880000000,0,1647215154000,1647214497399,mockUrl/anniversary.html#/anniversary,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 13 Pro,15.3.1,iPhone,苏昳的iPhone,CH5005,P6097,按钮点击,P6306,ce8e2d8991183c98984a1a483a761343,1647219102757,1647224681000,4070880000000,4070880000000,0,1647224717000,1647224684011,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""427.000""}]"
7.17,Android,HUAWEI,MHA-AL00,Android 9,HUAWEI,HUAWEI Mate 9聚攏,CH5005,P6097,按钮点击,P6306,f7a93557319d91311111aabc3c5c8329,1647187160597,1647187161000,4070880000000,4070880000000,0,1647187212000,1647181406073,mockUrl/eScore.html#/index,"[{""FCP"":""510.800""},{""TTFB"":""2.000""},{""CLS"":""0.028""},{""LCP"":""1756.600""}]"
8.08,Android,OPPO,PEAM00,Android 11,OPPO,Android Bluedroid,CH5005,P02w,按钮点击,P70,b15c8735c7092729800980e74b905f8d,1647218855795,1647219385000,4070880000000,4070880000000,0,1647219442000,1647219438215,mockUrl/eScore.html#/index,"[{""FCP"":""427.700""},{""TTFB"":""1.900""},{""CLS"":""0.013""},{""LCP"":""1162.500""}]"
8.10,iOS,iPhone,iPhone 7 Plus,15.2.1,iPhone,Qh的 iPhone,CH5005,P02w,按钮点击,P70,98e07183ddc66d733816bcbf5b1103e3,1647210218029,1647219035000,4070880000000,4070880000000,0,1647219074000,1647219068495,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""1030.000""}]"
8.08,Android,OPPO,PCDM10,Android 10,OPPO,OPPO Reno Z,CH5005,P02w,按钮点击,P70,5ab47418ba1ea5d1cbd564dbc92d2fa0,1647218254323,1647218261000,4070880000000,4070880000000,0,1647218300000,1647218296201,mockUrl/eScore.html#/index,"[{""FCP"":""311.600""},{""TTFB"":""2.100""},{""CLS"":""0.000""},{""LCP"":""591.200""}]"
8.10,iOS,iPhone,iPhone 11,15.3.1,iPhone,iPhone (31),CH5005,P6097,按钮点击,P6306,2ca66846a39328a42bd7125409c9efcf,1647244735754,1647255808000,4070880000000,4070880000000,0,1647255822000,1647224522421,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""100.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,13.6,iPhone,赖玉全的 iPhone,CH5005,P02w,按钮点击,P70,996f5676f123edcccaeb29245c44807e,1647218474650,1647220613000,4070880000000,4070880000000,0,1647220640000,1647218722876,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 13 Pro Max,15.3.1,iPhone,刘长敬的iPhone,CH5005,P02w,按钮点击,P70,3f52ccda0acf40620ef3d27e08ba210f,1647170889545,1647218591000,4070880000000,4070880000000,0,1647218625000,1647218622456,mockUrl/eScore.html#/index,"[{""FCP"":""180.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XR,13.6,iPhone,白菜iPhone,CH5005,P6097,按钮点击,P6306,8d80660829b7e078d183c9e30774478f,1647209337491,1647209339000,4070880000000,4070880000000,0,1647209363000,1647209278204,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 13 Pro Max,15.3.1,iPhone,iPhone ,CH5005,P6097,按钮点击,P6306,ce5f73e85b99e10b0c246c3fb4b5b53a,1647230176131,1647230176000,4070880000000,4070880000000,0,1647230248000,1647224472500,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""532.000""}]"
8.10,iOS,iPhone,iPhone 6,12.5.5,iPhone,iPhone (3),CH5005,P02w,按钮点击,P70,1e9838a6bb0d1891c5bc5e793333a683,1647259320294,1647259324000,4070880000000,4070880000000,0,1647259384000,1647259353748,mockUrl/eScore.html#/index,
8.10,iOS,iPhone,iPhone 6s Plus,13.6,iPhone,丛媛君的 iPhone,CH5005,P02w,按钮点击,P70,f1dcb51116b6d09a0425d1e8add29aca,1647257236410,1647265572000,4070880000000,4070880000000,0,1647265642000,1647265635414,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
